city,state,primary_zip,county,valid_zips
"MIDDLESEX","NC","27557","NASH","27557"
"MIDDLESEX","NJ","08846","MIDDLESEX","08846"
"MIDDLESEX","NY","14507","YATES","14507"
"MIDDLETON","ID","83644","CANYON","83644"
"MIDDLETON","MA","01949","ESSEX","01949"
"MIDDLETON","MI","48856","GRATIOT","48856"
"MIDDLETON","TN","38052","HARDEMAN","38052"
"MIDDLETON","WI","53562","DANE","53562"
"MIDDLETOWN SPRINGS","VT","05757","RUTLAND","05757"
"MIDDLETOWN SPRIN","VT","05757","RUTLAND","05757"
"MIDDLETOWN","CA","95461","LAKE","95461"
"MIDDLETOWN","CT","06457","MIDDLESEX","06457;06459"
"MIDDLETOWN","DE","19709","NEW CASTLE","19709"
"MIDDLETOWN","IA","52638","DES MOINES","52638"
"MIDDLETOWN","IL","62666","LOGAN","62666"
"MIDDLETOWN","IN","47356","HENRY","47356"
"MIDDLETOWN","KY","40243","JEFFERSON","40243"
"MIDDLETOWN","MD","21769","FREDERICK","21769"
"MIDDLETOWN","MO","63359","MONTGOMERY","63359"
"MIDDLETOWN","NC","27824","HYDE","27824"
"MIDDLETOWN","NJ","07748","MONMOUTH","07748"
"MIDDLETOWN","NY","10941","ORANGE","10940;10941"
"MIDDLETOWN","OH","45042","BUTLER","45042;45044"
"MIDDLETOWN","PA","17057","DAUPHIN","17057"
"MIDDLETOWN","RI","02840","NEWPORT","02840;02842"
"MIDDLETOWN","VA","22645","FREDERICK","22645;22649"
"MIDDLEVILLE","MI","49333","BARRY","49333"
"MIDDLEVILLE","NJ","07855","SUSSEX","07855"
"MIDDLEVILLE","NY","13406","HERKIMER","13406"
"MIDFIELD","AL","35228","JEFFERSON","35228"
"MIDFIELD","TX","77458","MATAGORDA","77458"
"MIDKIFF","TX","79755","UPTON","79755"
"MIDKIFF","WV","25540","LINCOLN","25540"
"MIDLAND CITY","AL","36350","DALE","36350"
"MIDLAND PARK","NJ","07432","BERGEN","07432"
"MIDLAND","AR","72945","SEBASTIAN","72945"
"MIDLAND","GA","31820","MUSCOGEE","31820"
"MIDLAND","IN","47445","GREENE","47445"
"MIDLAND","LA","70559","ACADIA","70559"
"MIDLAND","MD","21542","ALLEGANY","21542"
"MIDLAND","MI","48640","MIDLAND","48640;48641;48642;48667;48670;48674;48686"
"MIDLAND","NC","28107","CABARRUS","28107"
"MIDLAND","OH","45148","CLINTON","45148"
"MIDLAND","OR","97634","KLAMATH","97634"
"MIDLAND","PA","15059","BEAVER","15059"
"MIDLAND","SD","57552","HAAKON","57552"
"MIDLAND","TX","79701","MIDLAND","79701;79702;79703;79704;79705;79706;79707;79708;79710;79711;79712"
"MIDLAND","VA","22728","FAUQUIER","22728"
"MIDLOTHIAN","IL","60445","COOK","60445"
"MIDLOTHIAN","MD","21543","ALLEGANY","21543"
"MIDLOTHIAN","TX","76065","ELLIS","76065"
"MIDLOTHIAN","VA","23112","CHESTERFIELD","23112;23113;23114"
"MIDNIGHT","MS","39115","HUMPHREYS","39115"
"MIDPARK","OH","44130","CUYAHOGA","44130"
"MIDPINES","CA","95345","MARIPOSA","95345"
"MIDVALE","ID","83645","WASHINGTON","83645"
"MIDVALE","OH","44653","TUSCARAWAS","44653"
"MIDVALE","UT","84047","SALT LAKE","84047"
"MIDVILLE","GA","30441","EMANUEL","30441"
"MIDWAY CITY","CA","92655","ORANGE","92655"
"MIDWAY PARK","NC","28544","ONSLOW","28544"
"MIDWAY","AL","36053","BULLOCK","36053"
"MIDWAY","AR","72651","BAXTER","72651"
"MIDWAY","FL","32343","GADSDEN","32343"
"MIDWAY","GA","31320","LIBERTY","31320"
"MIDWAY","KY","40347","WOODFORD","40347"
"MIDWAY","PA","15060","WASHINGTON","15060"
"MIDWAY","TN","37809","GREENE","37809"
"MIDWAY","TX","75852","MADISON","75852"
"MIDWAY","UT","84049","WASATCH","84049"
"MIDWAY","WV","25878","RALEIGH","25878"
"MIDWEST CITY","OK","73110","OKLAHOMA","73110;73130"
"MIDWEST","WY","82643","NATRONA","82643"
"MIFFLINBURG","PA","17844","UNION","17844"
"MIFFLINTOWN","PA","17059","JUNIATA","17059"
"MIFFLINVILLE","PA","18631","COLUMBIA","18631"
"MIFFLIN","PA","17058","JUNIATA","17058"
"MIKADO","MI","48745","ALCONA","48745"
"MIKANA","WI","54857","BARRON","54857"
"MIKKALO","OR","97861","GILLIAM","97861"
"MILACA","MN","56353","MILLE LACS","56353"
"MILAM","TX","75959","SABINE","75959"
"MILAM","WV","26838","HARDY","26838"
"MILANO","TX","76556","MILAM","76556"
"MILANVILLE","PA","18443","WAYNE","18443"
"MILAN","GA","31060","TELFAIR","31060"
"MILAN","IL","61264","ROCK ISLAND","61264"
"MILAN","IN","47031","RIPLEY","47031"
"MILAN","KS","67105","SUMNER","67105"
"MILAN","MI","48160","WASHTENAW","48160"
"MILAN","MN","56262","CHIPPEWA","56262"
"MILAN","MO","63556","SULLIVAN","63556"
"MILAN","NH","03588","COOS","03588"
"MILAN","NM","87021","CIBOLA","87021"
"MILAN","OH","44846","ERIE","44846"
"MILAN","PA","18831","BRADFORD","18831"
"MILAN","TN","38358","GIBSON","38358"
"MILBANK","SD","57252","GRANT","57252"
"MILBRIDGE","ME","04658","WASHINGTON","04658"
"MILBURN","KY","42070","CARLISLE","42070"
"MILBURN","NE","68813","CUSTER","68813"
"MILBURN","OK","73450","JOHNSTON","73450"
"MILDRED","KS","66039","ANDERSON","66039"
"MILDRED","MT","59341","PRAIRIE","59341"
"MILDRED","PA","18632","SULLIVAN","18632"
"MILES CITY","MT","59301","CUSTER","59301"
"MILESBURG","PA","16853","CENTRE","16853"
"MILESES","NY","12741","SULLIVAN","12741"
"MILESVILLE","SD","57553","HAAKON","57553"
"MILES","IA","52064","JACKSON","52064"
"MILES","TX","76861","RUNNELS","76861"
"MILES","VA","23025","MATHEWS","23025"
"MILEY","SC","29933","HAMPTON","29933"
"MILFAY","OK","74046","CREEK","74046"
"MILFORD CENTER","OH","43045","UNION","43045"
"MILFORD SQUARE","PA","18935","BUCKS","18935"
"MILFORD","CA","96121","LASSEN","96121"
"MILFORD","CT","06460","NEW HAVEN","06460;06461"
"MILFORD","DE","19963","SUSSEX","19963"
"MILFORD","IA","51351","DICKINSON","51351"
"MILFORD","IL","60953","IROQUOIS","60953"
"MILFORD","IN","46542","KOSCIUSKO","46542"
"MILFORD","KS","66514","GEARY","66514"
"MILFORD","KY","41061","BRACKEN","41061"
"MILFORD","MA","01757","WORCESTER","01757"
"MILFORD","ME","04461","PENOBSCOT","04461"
"MILFORD","MI","48380","OAKLAND","48380;48381"
"MILFORD","MO","64766","BARTON","64766"
"MILFORD","NE","68405","SEWARD","68405"
"MILFORD","NH","03055","HILLSBOROUGH","03055"
"MILFORD","NJ","08848","HUNTERDON","08848"
"MILFORD","NY","13807","OTSEGO","13807"
"MILFORD","OH","45150","CLERMONT","45150"
"MILFORD","PA","18337","PIKE","18337"
"MILFORD","TX","76670","ELLIS","76670"
"MILFORD","UT","84751","BEAVER","84751"
"MILFORD","VA","22514","CAROLINE","22514"
"MILILANI","HI","96789","HONOLULU","96789"
"MILL CITY","OR","97360","LINN","97360"
"MILL CREEK","CA","96061","TEHAMA","96061"
"MILL CREEK","IN","46365","LA PORTE","46365"
"MILL CREEK","OK","74856","JOHNSTON","74856"
"MILL CREEK","PA","17060","HUNTINGDON","17060"
"MILL CREEK","WA","98012","SNOHOMISH","98012;98082"
"MILL CREEK","WV","26280","RANDOLPH","26280"
"MILL HALL","PA","17751","CLINTON","17751"
"MILL NECK","NY","11765","NASSAU","11765"
"MILL RIVER","MA","01244","BERKSHIRE","01244"
"MILL RUN","PA","15464","FAYETTE","15464"
"MILL SHOALS","IL","62862","WHITE","62862"
"MILL SPRINGS","KY","42632","WAYNE","42632"
"MILL SPRING","MO","63952","WAYNE","63952"
"MILL SPRING","NC","28756","POLK","28756"
"MILL VALLEY","CA","94941","MARIN","94941;94942"
"MILL VILLAGE","PA","16427","ERIE","16427"
"MILLADORE","WI","54454","WOOD","54454"
"MILLARD","NE","68137","DOUGLAS","68137;68144"
"MILLBORO SPRING","VA","24460","BATH","24460"
"MILLBORO","VA","24460","BATH","24460"
"MILLBRAE","CA","94030","SAN MATEO","94030"
"MILLBROOK","AL","36054","ELMORE","36054"
"MILLBROOK","IL","60536","KENDALL","60536"
"MILLBROOK","NY","12545","DUTCHESS","12545"
"MILLBURN","NJ","07041","ESSEX","07041"
"MILLBURY","MA","01527","WORCESTER","01527"
"MILLBURY","OH","43447","WOOD","43447"
"MILLCREEK","IL","62961","UNION","62961"
"MILLCREEK","MO","63645","MADISON","63645"
"MILLDALE","CT","06467","CAPITOL REGION","06467"
"MILLEDGEVILLE","GA","31061","BALDWIN","31059;31061;31062"
"MILLEDGEVILLE","IL","61051","CARROLL","61051"
"MILLEDGEVILLE","OH","43142","FAYETTE","43142"
"MILLEDGEVILLE","TN","38359","MCNAIRY","38359"
"MILLEN","GA","30442","JENKINS","30442"
"MILLER CITY","IL","62962","ALEXANDER","62962"
"MILLER CITY","OH","45864","PUTNAM","45864"
"MILLER PLACE","NY","11764","SUFFOLK","11764"
"MILLERS CREEK","NC","28651","WILKES","28651"
"MILLERS FALLS","MA","01349","FRANKLIN","01349"
"MILLERS TAVERN","VA","23115","KING AND QUEEN","23115"
"MILLERSBURG","IA","52308","IOWA","52308"
"MILLERSBURG","IN","46543","ELKHART","46543"
"MILLERSBURG","KY","40348","BOURBON","40348"
"MILLERSBURG","MI","49759","PRESQUE ISLE","49759"
"MILLERSBURG","OH","44654","HOLMES","44654"
"MILLERSBURG","PA","17061","DAUPHIN","17061"
"MILLERSPORT","OH","43046","FAIRFIELD","43046"
"MILLERSTOWN","PA","17062","PERRY","17062"
"MILLERSVIEW","TX","76862","CONCHO","76862"
"MILLERSVILLE","MD","21108","ANNE ARUNDEL","21108"
"MILLERSVILLE","MO","63766","CAPE GIRARDEAU","63766"
"MILLERSVILLE","OH","43435","SANDUSKY","43435"
"MILLERSVILLE","PA","17551","LANCASTER","17551"
"MILLERTON","IA","50165","WAYNE","50165"
"MILLERTON","NY","12546","DUTCHESS","12546"
"MILLERTON","OK","74750","MCCURTAIN","74750"
"MILLERTON","PA","16936","TIOGA","16936"
"MILLERVILLE","AL","36267","CLAY","36267"
"MILLER","MO","65707","LAWRENCE","65707"
"MILLER","NE","68858","BUFFALO","68858"
"MILLER","SD","57362","HAND","57362"
"MILLFIELD","OH","45761","ATHENS","45761"
"MILLHEIM","PA","16854","CENTRE","16854"
"MILLHOUSEN","IN","47261","DECATUR","47261"
"MILLICAN","TX","77866","BRAZOS","77866"
"MILLIGAN COLLEGE","TN","37682","CARTER","37682"
"MILLIGAN","FL","32537","OKALOOSA","32537"
"MILLIGAN","NE","68406","FILLMORE","68406"
"MILLIKEN","CO","80543","WELD","80543"
"MILLINGTON","IL","60537","KENDALL","60537"
"MILLINGTON","MD","21651","KENT","21651"
"MILLINGTON","MI","48746","TUSCOLA","48746"
"MILLINGTON","NJ","07946","MORRIS","07946"
"MILLINGTON","TN","38053","SHELBY","38053;38054;38055;38083"
"MILLINOCKET","ME","04462","PENOBSCOT","04462"
"MILLIS","MA","02054","NORFOLK","02054"
"MILLMONT","PA","17845","UNION","17845"
"MILLPORT","AL","35576","LAMAR","35576"
"MILLPORT","NY","14864","CHEMUNG","14864"
"MILLRIFT","PA","18340","PIKE","18340"
"MILLRY","AL","36558","WASHINGTON","36558"
"MILLS RIVER","NC","28759","BUNCOMBE","28759"
"MILLSAP","TX","76066","PARKER","76066"
"MILLSBORO","DE","19966","SUSSEX","19966"
"MILLSBORO","PA","15348","WASHINGTON","15348"
"MILLSTADT","IL","62260","ST. CLAIR","62260"
"MILLSTONE TOWNSHIP","NJ","08510","MONMOUTH","08510;08535"
"MILLSTONE","KY","41838","LETCHER","41838"
"MILLSTONE","WV","25261","CALHOUN","25261"
"MILLSTON","WI","54643","JACKSON","54643"
"MILLS","NE","68753","KEYA PAHA","68753"
"MILLS","NM","87730","HARDING","87730"
"MILLS","PA","16937","POTTER","16937"
"MILLS","WY","82644","NATRONA","82644"
"MILLTOWN","IN","47145","CRAWFORD","47145"
"MILLTOWN","KY","42761","ADAIR","42761"
"MILLTOWN","MT","59851","MISSOULA","59851"
"MILLTOWN","NJ","08850","MIDDLESEX","08850"
"MILLTOWN","WI","54858","POLK","54858"
"MILLVALE","PA","15209","ALLEGHENY","15209"
"MILLVILLE","CA","96062","SHASTA","96062"
"MILLVILLE","DE","19967","SUSSEX","19967;19970"
"MILLVILLE","MA","01529","WORCESTER","01529"
"MILLVILLE","MN","55957","WABASHA","55957"
"MILLVILLE","NJ","08332","CUMBERLAND","08332"
"MILLVILLE","PA","17846","COLUMBIA","17846"
"MILLVILLE","UT","84326","CACHE","84326"
"MILLVILLE","WV","25432","JEFFERSON","25432"
"MILLWOOD","GA","31552","WARE","31552"
"MILLWOOD","KY","42762","GRAYSON","42762"
"MILLWOOD","NY","10546","WESTCHESTER","10546"
"MILLWOOD","VA","22646","CLARKE","22646"
"MILLWOOD","WV","25262","JACKSON","25262"
"MILMAY","NJ","08340","ATLANTIC","08340"
"MILMINE","IL","61855","PIATT","61855"
"MILNER","GA","30257","LAMAR","30257"
"MILNESAND","NM","88125","ROOSEVELT","88125"
"MILNESVILLE","PA","18239","LUZERNE","18239"
"MILNOR","ND","58060","SARGENT","58060"
"MILO","IA","50166","WARREN","50166"
"MILO","ME","04463","PISCATAQUIS","04463"
"MILO","MO","64767","VERNON","64767"
"MILO","OK","73401","CARTER","73401"
"MILPITAS","CA","95035","SANTA CLARA","95035;95036"
"MILROY","IN","46156","RUSH","46156"
"MILROY","MN","56263","REDWOOD","56263"
"MILROY","PA","17063","MIFFLIN","17063"
"MILTON CENTER","OH","43541","WOOD","43541"
"MILTON FREEWATER","OR","97862","UMATILLA","97862"
"MILTON MILLS","NH","03852","STRAFFORD","03852"
"MILTON VILLAGE","MA","02187","NORFOLK","02187"
"MILTONA","MN","56354","DOUGLAS","56354"
"MILTONVALE","KS","67466","CLOUD","67466"
"MILTON","DE","19968","SUSSEX","19968"
"MILTON","FL","32570","SANTA ROSA","32570;32571;32572;32583"
"MILTON","IA","52570","VAN BUREN","52570"
"MILTON","IL","62352","PIKE","62352"
"MILTON","IN","47357","WAYNE","47357"
"MILTON","KS","67106","SUMNER","67106"
"MILTON","KY","40045","TRIMBLE","40045"
"MILTON","LA","70558","LAFAYETTE","70558"
"MILTON","MA","02186","NORFOLK","02186"
"MILTON","NC","27305","CASWELL","27305"
"MILTON","ND","58260","CAVALIER","58260"
"MILTON","NH","03851","STRAFFORD","03851"
"MILTON","NJ","07438","MORRIS","07438"
"MILTON","NY","12547","ULSTER","12547"
"MILTON","PA","17847","NORTHUMBERLAND","17847"
"MILTON","TN","37118","RUTHERFORD","37118"
"MILTON","VT","05468","CHITTENDEN","05468"
"MILTON","WA","98354","PIERCE","98354"
"MILTON","WI","53563","ROCK","53563"
"MILTON","WV","25541","CABELL","25541"
"MILWAUKEE","WI","53202","MILWAUKEE","53201;53202;53203;53204;53205;53206;53207;53208;53209;53210;53211;53212;53213;53214;53215;53216;53217;53218;53219;53220;53221;53222;53223;53224;53225;53226;53227;53228;53233;53234;53237;53259;53263;53267;53268;53274;53278;53288;53290;53293;53295"
"MILWAUKIE","OR","97222","CLACKAMAS","97222"
"MIMBRES","NM","88049","GRANT","88049"
"MIMS","FL","32754","BREVARD","32754"
"MINATARE","NE","69356","SCOTTS BLUFF","69356"
"MINA","NV","89422","MINERAL","89422"
"MINA","SD","57462","EDMUNDS","57462"
"MINBURN","IA","50167","DALLAS","50167"
"MINCO","OK","73059","GRADY","73059"
"MINDEN CITY","MI","48456","SANILAC","48456"
"MINDENMINES","MO","64769","BARTON","64769"
"MINDEN","IA","51553","POTTAWATTAMIE","51553"
"MINDEN","LA","71055","WEBSTER","71055;71058"
"MINDEN","NE","68959","KEARNEY","68959"
"MINDEN","NV","89423","DOUGLAS","89423"
"MINDEN","TX","75680","RUSK","75680"
"MINDEN","WV","25879","FAYETTE","25879"
"MINDORO","WI","54644","LA CROSSE","54644"
"MINE HILL","NJ","07801","MORRIS","07801;07803"
"MINEOLA","IA","51554","MILLS","51554"
"MINEOLA","NY","11501","NASSAU","11501"
"MINEOLA","TX","75773","WOOD","75773"
"MINERAL BLUFF","GA","30559","FANNIN","30559"
"MINERAL CITY","OH","44656","TUSCARAWAS","44656"
"MINERAL POINT","MO","63660","WASHINGTON","63660"
"MINERAL POINT","PA","15942","CAMBRIA","15942"
"MINERAL POINT","WI","53565","IOWA","53565"
"MINERAL RIDGE","OH","44440","TRUMBULL","44440"
"MINERAL SPRINGS","AR","71851","HOWARD","71851"
"MINERAL SPRINGS","NC","28108","UNION","28108"
"MINERAL SPRINGS","PA","16855","CLEARFIELD","16855"
"MINERAL WELLS","TX","76067","PALO PINTO","76067;76068"
"MINERAL WELLS","WV","26120","WOOD","26120;26121;26150"
"MINERALWELLS","WV","26150","WOOD","26150"
"MINERAL","CA","96063","TEHAMA","96063"
"MINERAL","IL","61344","BUREAU","61344"
"MINERAL","TX","78125","BEE","78125"
"MINERAL","VA","23117","LOUISA","23117"
"MINERAL","WA","98355","LEWIS","98355"
"MINERSVILLE","PA","17954","SCHUYLKILL","17954"
"MINERSVILLE","UT","84752","BEAVER","84752"
"MINERVA","KY","41062","MASON","41062"
"MINERVA","NY","12851","ESSEX","12851"
"MINERVA","OH","44657","STARK","44657"
"MINETTO","NY","13115","OSWEGO","13115"
"MINEVILLE","NY","12956","ESSEX","12956"
"MINFORD","OH","45653","SCIOTO","45653"
"MINGO JUNCTION","OH","43938","JEFFERSON","43938"
"MINGOVILLE","PA","16856","CENTRE","16856"
"MINGO","IA","50168","JASPER","50168"
"MINGO","OH","43047","CHAMPAIGN","43047"
"MINGO","WV","26294","RANDOLPH","26294"
"MINGUS","TX","76463","ERATH","76463"
"MINIDOKA","ID","83343","MINIDOKA","83343"
"MINIER","IL","61759","TAZEWELL","61759"
"MINISINK HILLS","PA","18341","MONROE","18341"
"MINNEAPOLIS","KS","67467","OTTAWA","67467"
"MINNEAPOLIS","MN","55401","HENNEPIN","55401;55402;55403;55404;55405;55406;55407;55408;55409;55410;55411;55412;55413;55414;55415;55416;55417;55418;55419;55420;55421;55422;55423;55424;55425;55426;55427;55428;55429;55430;55431;55432;55433;55434;55435;55436;55437;55438;55439;55440;55441;55442;55443;55444;55445;55446;55447;55448;55449;55450;55454;55455;55458;55459;55460;55467;55470;55472;55473;55474;55478;55479;55480;55483;55484;55485;55486;55487;55488"
"MINNEAPOLIS","NC","28652","AVERY","28652"
"MINNEHAHA SPRING","WV","24954","POCAHONTAS","24954"
"MINNEOLA","FL","34755","LAKE","34755"
"MINNEOLA","KS","67865","CLARK","67865"
"MINNEOTA","MN","56264","LYON","56264"
"MINNESOTA CITY","MN","55959","WINONA","55959"
"MINNESOTA LAKE","MN","56068","FARIBAULT","56068"
"MINNETONKA BEACH","MN","55361","HENNEPIN","55361"
"MINNETONKA","MN","55305","HENNEPIN","55305;55345"
"MINNEWAUKAN","ND","58351","BENSON","58351"
"MINNIE","KY","41651","FLOYD","41651"
"MINNORA","WV","25268","CALHOUN","25268"
"MINOA","NY","13116","ONONDAGA","13116"
"MINOCQUA","WI","54548","ONEIDA","54548"
"MINONG","WI","54859","WASHBURN","54859"
"MINONK","IL","61760","WOODFORD","61760"
"MINOOKA","IL","60447","GRUNDY","60447"
"MINOR HILL","TN","38473","GILES","38473"
"MINOT AFB","ND","58704","WARD","58704;58705"
"MINOTOLA","NJ","08341","ATLANTIC","08341"
"MINOT","MA","02055","PLYMOUTH","02055"
"MINOT","ME","04258","ANDROSCOGGIN","04258"
"MINOT","ND","58701","WARD","58701;58702;58703;58707"
"MINSTER","OH","45865","AUGLAIZE","45865"
"MINT SPRING","VA","24463","AUGUSTA","24463"
"MINTER CITY","MS","38944","LEFLORE","38944"
"MINTER","AL","36761","DALLAS","36761"
"MINTO","AK","99758","YUKON-KOYUKUK CENSUS AREA","99758"
"MINTO","ND","58261","WALSH","58261"
"MINTURN","AR","72445","LAWRENCE","72445"
"MINTURN","CO","81645","EAGLE","81645"
"MIO","MI","48647","OSCODA","48647"
"MIRA LOMA","CA","91752","RIVERSIDE","91752"
"MIRACLE","KY","40856","BELL","40856"
"MIRAMAR BEACH","FL","32550","WALTON","32550"
"MIRAMAR","FL","33023","BROWARD","33023"
"MIRAMONTE","CA","93641","FRESNO","93641"
"MIRANDA","CA","95553","HUMBOLDT","95553"
"MIRANDA","SD","57438","FAULK","57438"
"MIRANDO CITY","TX","78369","WEBB","78369"
"MIRROR LAKE","NH","03853","CARROLL","03853"
"MISENHEIMER","NC","28109","STANLY","28109"
"MISHAWAKA","IN","46544","ST. JOSEPH","46544;46545;46546"
"MISHICOT","WI","54228","MANITOWOC","54228"
"MISSION HILLS","CA","91345","LOS ANGELES","91345;91346;91395"
"MISSION HILL","SD","57046","YANKTON","57046"
"MISSION HOME","VA","22940","ALBEMARLE","22940"
"MISSION VIEJO","CA","92675","ORANGE","92675;92690;92691;92692"
"MISSION","KS","66205","JOHNSON","66201;66202;66205;66222"
"MISSION","SD","57555","TODD","57555"
"MISSION","TX","78572","HIDALGO","78572;78573;78574"
"MISSISSIPPI STATE","MS","39762","OKTIBBEHA","39762"
"MISSISSIPPI STAT","MS","39762","OKTIBBEHA","39762"
"MISSOULA","MT","59801","MISSOULA","59801;59802;59803;59804;59806;59807;59808;59812"
"MISSOURI CITY","MO","64072","CLAY","64072"
"MISSOURI CITY","TX","77459","FORT BEND","77459;77489"
"MISSOURI VALLEY","IA","51555","HARRISON","51555"
"MISTLETOE","KY","41351","OWSLEY","41351"
"MITCHELLSBURG","KY","40452","BOYLE","40452"
"MITCHELLS","VA","22729","CULPEPER","22729"
"MITCHELLVILLE","IA","50169","POLK","50169"
"MITCHELLVILLE","MD","20716","PRINCE GEORGES","20716;20721"
"MITCHELLVILLE","TN","37119","SUMNER","37119"
"MITCHELL","GA","30820","GLASCOCK","30820"
"MITCHELL","IL","62040","MADISON","62040"
"MITCHELL","IN","47446","LAWRENCE","47446"
"MITCHELL","LA","71419","SABINE","71419"
"MITCHELL","NE","69357","SCOTTS BLUFF","69357"
"MITCHELL","OR","97750","WHEELER","97750"
"MITCHELL","SD","57301","DAVISON","57301"
"MITTIE","LA","70654","ALLEN","70654"
"MIZE","KY","41352","MORGAN","41352"
"MIZE","MS","39116","SMITH","39116"
"MIZPAH","MN","56660","KOOCHICHING","56660"
"MIZPAH","NJ","08342","ATLANTIC","08342"
"MOAB","UT","84532","GRAND","84532"
"MOAPA","NV","89025","CLARK","89025;89067"
"MOATSVILLE","WV","26405","BARBOUR","26405"
"MOBEETIE","TX","79061","WHEELER","79061"
"MOBERLY","MO","65270","RANDOLPH","65270"
"MOBILE","AL","36602","MOBILE","36601;36602;36603;36604;36605;36606;36607;36608;36609;36610;36611;36612;36615;36616;36617;36618;36619;36628;36633;36640;36641;36644;36652;36660;36663;36670;36671;36675;36685;36688;36689;36691;36693;36695"
"MOBILE","AZ","85239","PINAL","85239"
"MOBRIDGE","SD","57601","WALWORTH","57601"
"MOCANAQUA","PA","18655","LUZERNE","18655"
"MOCCASIN","CA","95347","TUOLUMNE","95347"
"MOCCASIN","MT","59462","JUDITH BASIN","59462"
"MOCKSVILLE","NC","27028","DAVIE","27028"
"MOCLIPS","WA","98562","GRAYS HARBOR","98562"
"MODALE","IA","51556","HARRISON","51556"
"MODEL CITY","NY","14107","NIAGARA","14107"
"MODEL","CO","81059","LAS ANIMAS","81059"
"MODENA","NY","12548","ULSTER","12548"
"MODENA","PA","19358","CHESTER","19358"
"MODENA","UT","84753","IRON","84753"
"MODENA","WI","54755","BUFFALO","54755"
"MODEST TOWN","VA","23412","ACCOMACK","23412"
"MODESTO","CA","95350","STANISLAUS","95350;95351;95352;95353;95354;95355;95356;95357;95358;95397"
"MODESTO","IL","62667","MACOUPIN","62667"
"MODE","IL","62444","SHELBY","62444"
"MODOC","IL","62261","RANDOLPH","62261"
"MODOC","IN","47358","RANDOLPH","47358"
"MODOC","KS","67863","WICHITA","67863"
"MODOC","SC","29838","MCCORMICK","29838"
"MOFFAT","CO","81143","SAGUACHE","81143"
"MOFFETT","OK","74946","SEQUOYAH","74946"
"MOFFIT","ND","58560","BURLEIGH","58560"
"MOGADORE","OH","44260","PORTAGE","44260"
"MOHALL","ND","58761","RENVILLE","58761"
"MOHAVE VALLEY","AZ","86440","MOHAVE","86440;86446"
"MOHAWK","MI","49950","KEWEENAW","49950"
"MOHAWK","NY","13407","HERKIMER","13407"
"MOHAWK","TN","37810","GREENE","37810"
"MOHAWK","WV","24862","MCDOWELL","24862"
"MOHEGAN LAKE","NY","10547","WESTCHESTER","10547"
"MOHLER","WA","99154","LINCOLN","99154"
"MOHNTON","PA","19540","BERKS","19540"
"MOHONK LAKE","NY","12561","ULSTER","12561"
"MOHRSVILLE","PA","19541","BERKS","19541"
"MOIESE","MT","59824","LAKE","59824"
"MOIRA","NY","12957","FRANKLIN","12957"
"MOJAVE","CA","93501","KERN","93501;93502"
"MOKANE","MO","65059","CALLAWAY","65059"
"MOKELUMNE HILL","CA","95245","CALAVERAS","95245"
"MOKENA","IL","60448","WILL","60448"
"MOLALLA","OR","97038","CLACKAMAS","97038"
"MOLENA","GA","30258","PIKE","30258"
"MOLINA","CO","81646","MESA","81646"
"MOLINE","IL","61265","ROCK ISLAND","61265;61266"
"MOLINE","KS","67353","ELK","67353"
"MOLINE","MI","49335","ALLEGAN","49335"
"MOLINO","FL","32577","ESCAMBIA","32577"
"MOLLUSK","VA","22517","LANCASTER","22517"
"MOLT","MT","59057","YELLOWSTONE","59057"
"MOMENCE","IL","60954","KANKAKEE","60954"
"MONACA","PA","15061","BEAVER","15061"
"MONAHANS","TX","79756","WARD","79756"
"MONARCH BAY","CA","92629","ORANGE","92629"
"MONARCH","CO","81227","CHAFFEE","81227"
"MONARCH","MT","59463","CASCADE","59463"
"MONAVILLE","WV","25636","LOGAN","25636"
"MONA","UT","84645","JUAB","84645"
"MONCKS CORNER","SC","29461","BERKELEY","29461"
"MONCLOVA","OH","43542","LUCAS","43542"
"MONCURE","NC","27559","CHATHAM","27559"
"MONDAMIN","IA","51557","HARRISON","51557"
"MONDOVI","WI","54755","BUFFALO","54755"
"MONEE","IL","60449","WILL","60449"
"MONESSEN","PA","15062","WESTMORELAND","15062"
"MONETA","VA","24121","BEDFORD","24121"
"MONETTA","SC","29105","AIKEN","29105"
"MONETTE","AR","72447","CRAIGHEAD","72447"
"MONETT","MO","65708","BARRY","65708"
"MONEY","MS","38945","LEFLORE","38945"
"MONGAUP VALLEY","NY","12762","SULLIVAN","12762"
"MONGO","IN","46771","LAGRANGE","46771"
"MONHEGAN","ME","04852","LINCOLN","04852"
"MONICO","WI","54501","ONEIDA","54501"
"MONITOR","WA","98836","CHELAN","98836"
"MONKTON","MD","21111","BALTIMORE","21111"
"MONKTON","VT","05469","ADDISON","05469"
"MONMOUTH BEACH","NJ","07750","MONMOUTH","07750"
"MONMOUTH JUNCTION","NJ","08852","MIDDLESEX","08852"
"MONMOUTH JUNCTIO","NJ","08852","MIDDLESEX","08852"
"MONMOUTH","IA","52309","JACKSON","52309"
"MONMOUTH","IL","61462","WARREN","61462"
"MONMOUTH","ME","04259","KENNEBEC","04259"
"MONMOUTH","OR","97361","POLK","97361"
"MONO HOT SPRINGS","CA","93642","FRESNO","93642"
"MONONA","IA","52159","CLAYTON","52159"
"MONONA","WI","53716","DANE","53716"
"MONONGAHELA","PA","15063","WASHINGTON","15063"
"MONONGAH","WV","26554","MARION","26554"
"MONON","IN","47959","WHITE","47959"
